longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-122.18,37.77,18.0,1180.0,3680.0,877.0,268.0,2.8125,<1H OCEAN,97300.0
-117.07,33.14,13.0,2546.0,429.0,1683.0,408.0,4.7426,INLAND,160600.0
-117.78,34.09,10.0,3076.0,641.0,1862.0,478.0,3.7177,INLAND,177200.0
-122.15,37.44,10.0,5826.0,675.0,774.0,309.0,7.2543,NEAR BAY,500001.0
-120.46,37.29,32.0,1033.0,635.0,1940.0,590.0,4.5655,INLAND,72300.0
-122.54,37.93,10.0,2435.0,470.0,970.0,430.0,5.5385,NEAR BAY,431800.0
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,<1H OCEAN,117400.0
-117.35,33.99,45.0,1074.0,36.0,89.0,31.0,5.752,INLAND,112500.0
-122.21,37.77,52.0,591.0,173.0,353.0,137.0,4.0904,NEAR OCEAN,80600.0
-117.68,34.1,18.0,7392.0,1796.0,3841.0,1621.0,2.8326,<1H OCEAN,163000.0
-122.22,37.82,26.0,4842.0,335.0,1018.0,335.0,7.3463,<1H OCEAN,500001.0
-117.2,33.72,16.0,5373.0,401.0,1573.0,933.0,1.9912,INLAND,98600.0
-118.1,34.08,37.0,9016.0,729.0,1977.0,636.0,5.0376,<1H OCEAN,208100.0
-121.95,36.59,10.0,8749.0,2812.0,1108.0,441.0,3.3875,NEAR OCEAN,417100.0
-121.29,38.63,33.0,246.0,351.0,1284.0,487.0,3.3182,INLAND,213000.0
-122.64,38.25,31.0,2554.0,515.0,1507.0,533.0,3.8,<1H OCEAN,162600.0
-121.1,39.15,10.0,680.0,143.0,354.0,140.0,4.0333,<1H OCEAN,161500.0
-120.57,37.43,49.0,199.0,170.0,1268.0,402.0,2.6758,INLAND,74600.0
-118.13,33.8,22.0,1026.0,178.0,505.0,176.0,4.7946,<1H OCEAN,233600.0
-122.06,37.67,10.0,9738.0,816.0,1830.0,743.0,4.2733,<1H OCEAN,180700.0
-117.96,33.69,13.0,2343.0,343.0,1242.0,368.0,7.7313,<1H OCEAN,316700.0
-122.01,37.36,13.0,2783.0,223.0,499.0,324.0,4.2206,<1H OCEAN,253600.0
-122.13,37.67,10.0,1333.0,989.0,1625.0,665.0,4.0328,NEAR BAY,179900.0
-119.32,36.2,13.0,1562.0,1963.0,961.0,287.0,3.4231,INLAND,83300.0
-122.24,37.8,33.0,3383.0,1485.0,1006.0,335.0,2.7852,NEAR OCEAN,140600.0
-120.9,35.33,51.0,4411.0,42.0,595.0,262.0,3.588,INLAND,266300.0
-118.49,34.04,48.0,8010.0,685.0,859.0,306.0,4.1103,<1H OCEAN,500001.0
-122.3,38.3,51.0,3690.0,809.0,1922.0,736.0,2.6346,INLAND,139800.0
-121.44,38.43,3.0,39320.0,6210.0,16305.0,5358.0,4.9516,INLAND,153700.0
-117.19,34.03,25.0,2513.0,340.0,900.0,320.0,6.4962,INLAND,182400.0
-117.88,33.89,19.0,3583.0,911.0,2300.0,871.0,3.0214,<1H OCEAN,218400.0
-122.41,37.76,10.0,1427.0,281.0,620.0,236.0,7.2779,<1H OCEAN,262500.0
-118.34,34.02,50.0,1172.0,261.0,685.0,260.0,3.1442,INLAND,130300.0
-120.98,37.68,24.0,705.0,1458.0,347.0,141.0,4.6154,INLAND,149600.0
-119.46,36.91,26.0,4409.0,495.0,1184.0,429.0,6.0621,INLAND,123900.0
-121.94,37.31,13.0,5914.0,1010.0,1914.0,972.0,3.8259,<1H OCEAN,307000.0
-117.29,33.1,13.0,6091.0,1018.0,2064.0,957.0,5.1837,INLAND,259800.0
-118.11,33.93,10.0,1205.0,347.0,736.0,342.0,3.2011,NEAR OCEAN,162500.0
-122.16,37.74,10.0,1029.0,1271.0,567.0,211.0,3.8203,NEAR OCEAN,129500.0
-119.11,36.29,13.0,513.0,823.0,859.0,301.0,2.6065,INLAND,93800.0
-118.44,34.07,10.0,1238.0,609.0,965.0,224.0,2.0511,<1H OCEAN,350000.0
-118.56,34.06,29.0,7352.0,639.0,761.0,325.0,7.3031,<1H OCEAN,500001.0
-122.7,38.39,16.0,4922.0,1211.0,2557.0,1088.0,2.0915,INLAND,168100.0
-118.08,34.01,32.0,1973.0,401.0,1322.0,386.0,3.4861,<1H OCEAN,158100.0
-117.75,34.04,26.0,3373.0,636.0,2600.0,602.0,3.125,INLAND,113600.0
-117.95,33.63,16.0,891.0,578.0,513.0,171.0,1.2786,<1H OCEAN,381500.0
-122.43,37.76,10.0,15025.0,1465.0,1051.0,562.0,2.681,INLAND,350000.0
-118.34,34.19,25.0,2915.0,252.0,613.0,255.0,2.5686,<1H OCEAN,219900.0
-117.99,34.12,16.0,1040.0,1461.0,1040.0,242.0,2.5395,INLAND,139200.0
-118.48,34.33,39.0,3384.0,1488.0,1697.0,402.0,6.0891,<1H OCEAN,270100.0
-118.36,33.88,15.0,3830.0,336.0,930.0,287.0,2.7981,<1H OCEAN,275000.0
-118.24,34.08,52.0,5418.0,503.0,86.0,24.0,2.303,<1H OCEAN,187500.0
-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,ISLAND,158300.0
-122.02,37.37,8.0,4275.0,28.0,3250.0,1329.0,4.2782,<1H OCEAN,327700.0
-117.06,32.6,25.0,1075.0,238.0,434.0,234.0,1.7472,INLAND,94600.0
-121.87,37.66,14.0,1569.0,336.0,583.0,214.0,5.7519,INLAND,278500.0
-122.29,37.85,31.0,2330.0,119.0,218.0,106.0,2.5682,NEAR OCEAN,120000.0
-121.92,37.33,13.0,2125.0,419.0,930.0,387.0,3.175,<1H OCEAN,299500.0
-118.39,34.16,49.0,1582.0,538.0,603.0,283.0,5.1169,<1H OCEAN,414300.0
-118.29,34.16,18.0,3030.0,338.0,1019.0,332.0,3.7083,<1H OCEAN,241900.0
-122.28,37.88,10.0,7383.0,4407.0,506.0,207.0,3.2617,INLAND,254500.0
-117.18,32.75,52.0,1539.0,212.0,535.0,224.0,5.392,INLAND,408500.0
-121.32,38.54,13.0,4715.0,1401.0,2420.0,1059.0,2.9693,<1H OCEAN,104400.0
-118.16,33.84,17.0,2831.0,573.0,1462.0,569.0,6.8645,<1H OCEAN,214600.0
-119.09,36.22,13.0,10077.0,290.0,780.0,297.0,3.4306,INLAND,74300.0
-118.41,34.0,35.0,2526.0,1027.0,1026.0,307.0,2.6705,<1H OCEAN,265500.0
-117.05,32.82,10.0,4046.0,731.0,1684.0,701.0,4.2312,<1H OCEAN,197000.0
-118.25,34.02,32.0,1375.0,448.0,1698.0,432.0,1.6302,<1H OCEAN,130700.0
-121.35,38.61,27.0,3900.0,776.0,1549.0,761.0,2.7788,<1H OCEAN,115700.0
-118.28,33.96,37.0,1812.0,500.0,1640.0,447.0,1.9348,<1H OCEAN,99100.0
-117.76,33.84,10.0,3764.0,2812.0,1448.0,468.0,8.7124,INLAND,410500.0
-118.26,33.88,36.0,1212.0,2812.0,775.0,224.0,5.5591,NEAR OCEAN,136500.0
-120.56,38.39,33.0,3836.0,52.0,563.0,237.0,3.0543,INLAND,86600.0
-117.7,33.6,16.0,2092.0,489.0,877.0,392.0,3.0461,INLAND,216900.0
-117.96,33.72,23.0,3929.0,2124.0,1858.0,538.0,6.8645,<1H OCEAN,318200.0
-122.14,37.42,12.0,14281.0,3479.0,134.0,51.0,4.15,NEAR OCEAN,265000.0
-118.47,33.99,33.0,554.0,119.0,764.0,478.0,3.6343,<1H OCEAN,414300.0
-122.03,36.97,52.0,403.0,72.0,200.0,73.0,1.6923,NEAR OCEAN,262500.0
-121.98,37.53,26.0,3179.0,711.0,2142.0,639.0,2.1687,<1H OCEAN,222700.0
-118.2,33.78,52.0,1851.0,893.0,3018.0,763.0,2.3305,<1H OCEAN,162500.0
-118.11,34.15,40.0,1950.0,1262.0,1038.0,438.0,5.6428,<1H OCEAN,196100.0
-118.25,34.14,3.0,3487.0,1165.0,3749.0,1072.0,4.498,<1H OCEAN,221900.0
-118.39,33.89,13.0,12480.0,1179.0,1056.0,419.0,3.5404,<1H OCEAN,460400.0
-117.79,33.7,10.0,6259.0,1098.0,3785.0,1114.0,6.3298,INLAND,247100.0
-118.2,33.8,10.0,69.0,1742.0,2749.0,1094.0,2.5012,NEAR OCEAN,197500.0
-122.13,37.75,26.0,6900.0,280.0,229.0,93.0,10.3893,<1H OCEAN,330000.0
-117.92,33.68,18.0,2017.0,329.0,1024.0,428.0,4.4732,<1H OCEAN,245600.0
-119.01,35.44,28.0,4436.0,652.0,1465.0,621.0,2.5806,INLAND,82500.0
-121.49,38.47,26.0,4304.0,788.0,4224.0,1105.0,2.3496,<1H OCEAN,68000.0
-118.93,34.82,13.0,508.0,111.0,229.0,84.0,4.0332,<1H OCEAN,128300.0
-121.28,38.71,35.0,6034.0,963.0,1550.0,576.0,2.652,INLAND,113500.0
-117.95,33.99,24.0,2519.0,177.0,610.0,185.0,3.6694,<1H OCEAN,325000.0
-118.03,33.72,24.0,5203.0,957.0,2465.0,946.0,3.5987,<1H OCEAN,261000.0
-118.31,34.0,52.0,2709.0,642.0,1751.0,613.0,2.1116,<1H OCEAN,122500.0
-122.01,37.92,6.0,231.0,392.0,1038.0,337.0,4.196,NEAR OCEAN,353600.0
-121.47,38.53,33.0,25135.0,453.0,2400.0,625.0,1.4625,INLAND,54400.0
-118.42,34.27,33.0,1209.0,341.0,1097.0,283.0,1.6295,INLAND,134300.0
-117.04,32.66,22.0,3362.0,630.0,1471.0,612.0,4.1442,INLAND,303900.0
-118.06,33.88,17.0,7187.0,418.0,3844.0,1068.0,6.5901,<1H OCEAN,337400.0
-120.99,37.63,16.0,1026.0,3079.0,276.0,85.0,2.4792,INLAND,60000.0
-117.38,33.98,37.0,2971.0,176.0,462.0,186.0,6.1624,INLAND,162500.0
-121.71,39.41,40.0,1814.0,765.0,941.0,323.0,2.1728,INLAND,59400.0
-117.28,34.13,26.0,2783.0,1224.0,1418.0,524.0,1.8281,INLAND,76800.0
-120.65,37.33,25.0,1731.0,311.0,810.0,266.0,4.1058,NEAR OCEAN,107600.0
-117.31,33.16,4.0,5846.0,894.0,2282.0,801.0,5.5956,INLAND,247800.0
-122.02,37.96,13.0,2615.0,248.0,935.0,366.0,5.3735,NEAR BAY,305100.0
-118.36,33.9,23.0,1271.0,299.0,725.0,234.0,5.0452,<1H OCEAN,231900.0
-121.38,36.84,13.0,1555.0,105.0,2061.0,648.0,4.1875,INLAND,217600.0
-117.97,33.89,15.0,1317.0,402.0,1992.0,526.0,4.3661,<1H OCEAN,367400.0
-122.28,37.81,52.0,530.0,38.0,377.0,115.0,3.0278,NEAR OCEAN,98200.0
-117.38,33.2,26.0,1427.0,386.0,974.0,317.0,1.3903,INLAND,184400.0
-122.25,37.8,25.0,4238.0,840.0,1335.0,773.0,1.3929,<1H OCEAN,193800.0
-122.32,38.29,21.0,1607.0,980.0,834.0,352.0,2.1199,INLAND,177900.0
-118.19,33.99,10.0,1429.0,436.0,1537.0,389.0,3.0114,INLAND,157500.0
-117.86,33.8,35.0,1683.0,347.0,1242.0,335.0,3.5172,<1H OCEAN,190400.0
-117.93,33.75,13.0,1380.0,327.0,1472.0,304.0,4.2219,INLAND,162800.0
-117.98,33.84,39.0,513.0,179.0,661.0,199.0,5.0747,<1H OCEAN,189600.0
-119.28,34.45,36.0,1921.0,979.0,1505.0,547.0,3.6989,<1H OCEAN,197600.0
-118.29,34.26,25.0,3177.0,189.0,1845.0,612.0,1.9939,<1H OCEAN,191100.0
-122.07,37.67,38.0,1994.0,2205.0,1039.0,394.0,7.7108,NEAR OCEAN,165300.0
-122.04,37.99,36.0,2765.0,495.0,1478.0,441.0,4.125,<1H OCEAN,136200.0
-119.7,34.36,10.0,1806.0,2812.0,904.0,337.0,3.8531,INLAND,336400.0
-119.81,36.8,4.0,2436.0,158.0,1242.0,540.0,3.5958,INLAND,88800.0
-118.46,34.16,38.0,2813.0,405.0,598.0,280.0,3.0298,<1H OCEAN,265400.0
-123.1,39.36,13.0,1056.0,455.0,611.0,226.0,6.7612,INLAND,105000.0
-119.23,34.15,27.0,2943.0,1238.0,2679.0,1000.0,3.748,INLAND,380400.0
-117.68,34.05,25.0,1859.0,463.0,1070.0,374.0,2.5395,NEAR OCEAN,187500.0
-120.71,37.39,13.0,2185.0,160.0,785.0,175.0,8.1871,INLAND,72700.0
-121.84,37.35,20.0,3375.0,182.0,4610.0,860.0,2.4412,<1H OCEAN,182200.0
-118.33,34.11,13.0,2330.0,434.0,846.0,457.0,1.47,<1H OCEAN,430200.0
-117.27,32.84,34.0,1655.0,450.0,870.0,411.0,3.2109,INLAND,376000.0
-119.62,36.59,17.0,2287.0,390.0,1330.0,393.0,4.0197,<1H OCEAN,88000.0
-119.31,36.34,32.0,2962.0,78.0,1744.0,425.0,6.1966,INLAND,54100.0
-119.87,36.72,19.0,5535.0,316.0,984.0,300.0,2.0658,INLAND,67900.0
-117.27,32.84,26.0,3940.0,657.0,1180.0,600.0,6.1025,INLAND,500001.0
-118.25,33.95,25.0,764.0,2812.0,801.0,220.0,1.1384,NEAR OCEAN,100000.0
-122.01,38.25,10.0,1081.0,181.0,792.0,184.0,4.6779,INLAND,131300.0
-121.86,37.4,19.0,4043.0,881.0,2196.0,708.0,3.5812,<1H OCEAN,268400.0
-120.57,34.96,10.0,3456.0,2812.0,1107.0,296.0,2.1776,NEAR OCEAN,89100.0
-121.78,39.71,1.0,7441.0,974.0,84.0,29.0,2.125,INLAND,179200.0
-121.31,37.96,14.0,4307.0,458.0,1157.0,494.0,5.7965,INLAND,107600.0
-119.85,36.77,23.0,1510.0,327.0,847.0,295.0,3.7301,INLAND,83200.0
-118.2,34.14,52.0,3459.0,1872.0,1219.0,390.0,4.0909,<1H OCEAN,204200.0
-122.18,37.71,10.0,12526.0,865.0,519.0,135.0,3.2279,<1H OCEAN,157500.0
-118.29,33.98,10.0,2833.0,768.0,2542.0,725.0,1.3479,INLAND,100000.0
-122.46,37.72,10.0,2399.0,368.0,1225.0,399.0,2.0699,NEAR OCEAN,244100.0
-118.11,34.12,48.0,1309.0,231.0,900.0,303.0,6.8145,<1H OCEAN,500001.0
-118.14,34.08,24.0,2999.0,786.0,2937.0,796.0,6.3822,<1H OCEAN,217800.0
-118.34,34.12,10.0,3257.0,679.0,1237.0,638.0,2.9112,<1H OCEAN,409600.0
-118.32,33.91,13.0,4994.0,60.0,1920.0,640.0,4.5304,<1H OCEAN,181300.0
-118.64,34.22,25.0,1205.0,16.0,1166.0,439.0,6.8643,<1H OCEAN,333700.0
-122.31,38.32,35.0,3997.0,762.0,2074.0,703.0,3.285,<1H OCEAN,138100.0
-117.07,32.71,39.0,2754.0,652.0,2263.0,619.0,2.2454,INLAND,89600.0
-122.22,37.8,52.0,4704.0,1208.0,1129.0,460.0,3.2632,NEAR OCEAN,227700.0
-118.29,33.74,29.0,3017.0,411.0,1368.0,390.0,2.1473,NEAR OCEAN,195300.0
-118.12,34.18,7.0,2357.0,1241.0,891.0,337.0,6.3467,INLAND,352700.0
-121.5,38.49,32.0,4013.0,725.0,2032.0,675.0,3.3689,INLAND,83400.0
-117.97,33.69,23.0,4112.0,580.0,1886.0,581.0,6.799,<1H OCEAN,292000.0
-121.94,38.02,29.0,5765.0,1188.0,3266.0,1131.0,2.7907,<1H OCEAN,113900.0
-117.87,34.02,10.0,3552.0,575.0,2120.0,573.0,6.4333,INLAND,271500.0
-117.63,34.11,30.0,2674.0,428.0,1404.0,456.0,4.2969,NEAR OCEAN,165600.0
-119.67,34.42,4.0,1333.0,1624.0,1369.0,381.0,5.5677,<1H OCEAN,232600.0
-117.34,34.46,13.0,5983.0,1122.0,3515.0,1064.0,3.1505,<1H OCEAN,102000.0
-119.27,35.87,12.0,972.0,269.0,1134.0,286.0,1.63,INLAND,49500.0
-117.9,33.87,39.0,6072.0,1706.0,1040.0,299.0,3.4338,<1H OCEAN,195200.0
-122.39,37.58,38.0,1328.0,2812.0,2314.0,892.0,7.8997,INLAND,500001.0
-118.37,33.81,32.0,1039.0,2812.0,817.0,337.0,6.0704,NEAR OCEAN,458300.0
-121.33,38.63,23.0,1947.0,429.0,866.0,400.0,1.2475,INLAND,156800.0
-118.02,34.1,13.0,3258.0,80.0,248.0,83.0,5.8269,INLAND,226000.0
-121.84,39.72,13.0,1457.0,914.0,802.0,342.0,6.0516,INLAND,69000.0
-118.48,34.23,39.0,1963.0,2387.0,919.0,297.0,8.5759,<1H OCEAN,258600.0
-121.34,38.65,10.0,2289.0,820.0,610.0,253.0,6.2712,INLAND,199000.0
-121.57,39.1,23.0,6408.0,333.0,832.0,286.0,4.8618,INLAND,62300.0
-121.66,36.67,49.0,1468.0,216.0,1275.0,508.0,1.6023,<1H OCEAN,193100.0
-121.62,37.61,10.0,2282.0,1087.0,771.0,279.0,5.7239,INLAND,430600.0
-119.62,36.56,30.0,2624.0,372.0,1467.0,403.0,2.7098,INLAND,51600.0
-119.98,38.92,30.0,7973.0,814.0,1010.0,399.0,3.15,INLAND,86900.0
-121.47,38.55,39.0,2012.0,2075.0,546.0,291.0,6.5254,INLAND,67000.0
-119.95,37.47,32.0,2927.0,324.0,600.0,265.0,4.8519,INLAND,91500.0
-117.7,34.06,13.0,732.0,380.0,431.0,132.0,2.9107,INLAND,95300.0
-122.06,38.26,36.0,1248.0,64.0,672.0,222.0,1.7841,INLAND,105900.0
-117.07,32.75,37.0,2690.0,1224.0,1219.0,524.0,2.3148,INLAND,154200.0
-117.16,32.75,34.0,1785.0,558.0,804.0,490.0,2.2687,<1H OCEAN,200000.0
-116.99,32.72,13.0,1330.0,216.0,719.0,215.0,3.8295,INLAND,149600.0
-121.99,37.54,18.0,3584.0,717.0,1673.0,661.0,1.043,<1H OCEAN,240100.0
-117.06,33.02,17.0,2635.0,389.0,994.0,359.0,5.8966,INLAND,261500.0
-117.8,34.1,17.0,5153.0,1164.0,2949.0,1083.0,3.5603,<1H OCEAN,174600.0
-121.77,37.24,39.0,10236.0,1878.0,5674.0,1816.0,9.042,<1H OCEAN,261100.0
-118.45,33.99,52.0,1681.0,405.0,953.0,371.0,2.5954,<1H OCEAN,420800.0
-118.3,33.82,25.0,2659.0,765.0,2629.0,726.0,2.6368,<1H OCEAN,175900.0
-121.94,37.27,30.0,1932.0,26.0,997.0,482.0,3.662,<1H OCEAN,211900.0
-122.41,37.63,35.0,924.0,1516.0,602.0,217.0,3.0,NEAR OCEAN,229100.0
-122.46,37.75,22.0,2192.0,1493.0,954.0,456.0,4.5352,NEAR OCEAN,374200.0
-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,INLAND,111400.0
-118.44,34.28,32.0,527.0,146.0,582.0,143.0,1.7708,INLAND,138800.0
-117.68,35.64,6.0,4006.0,652.0,1408.0,586.0,7.2211,INLAND,95700.0
-122.08,37.24,45.0,427.0,945.0,182.0,70.0,5.0096,<1H OCEAN,500001.0
-122.23,37.82,52.0,5587.0,1611.0,556.0,179.0,8.7477,INLAND,500001.0
-121.29,37.95,10.0,3583.0,558.0,272.0,54.0,5.2882,INLAND,42500.0
-123.2,39.14,10.0,1620.0,396.0,878.0,399.0,1.8042,INLAND,109200.0
-118.1,33.93,36.0,1124.0,217.0,707.0,234.0,4.375,<1H OCEAN,174500.0
-122.17,39.94,32.0,2352.0,477.0,1316.0,447.0,8.2436,INLAND,57400.0
-117.82,33.77,32.0,2308.0,301.0,967.0,320.0,7.0565,INLAND,324600.0
-117.69,33.62,10.0,4265.0,581.0,2025.0,544.0,6.4598,NEAR OCEAN,282700.0
-121.91,36.61,10.0,1825.0,2812.0,1519.0,554.0,3.8523,NEAR OCEAN,234600.0
-120.84,37.05,13.0,1256.0,283.0,814.0,276.0,3.3917,INLAND,165500.0
-118.75,34.27,23.0,3241.0,461.0,1567.0,446.0,3.5294,<1H OCEAN,233300.0
-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,<1H OCEAN,172700.0
-117.26,33.04,10.0,2229.0,346.0,1088.0,352.0,6.3525,<1H OCEAN,278300.0
-117.77,33.84,10.0,4380.0,715.0,1913.0,741.0,6.7274,NEAR OCEAN,266400.0
-117.92,33.74,16.0,5321.0,2717.0,4011.0,1047.0,1.6993,<1H OCEAN,189300.0
-121.46,38.7,31.0,1092.0,183.0,568.0,188.0,3.8611,INLAND,93900.0
-118.31,33.97,52.0,1629.0,277.0,819.0,288.0,3.725,<1H OCEAN,142600.0
-117.06,32.6,33.0,905.0,205.0,989.0,222.0,2.7014,INLAND,108200.0
-119.05,34.13,13.0,57.0,2812.0,69.0,15.0,5.0066,INLAND,275000.0
-121.91,37.27,30.0,4412.0,1637.0,2168.0,772.0,5.0062,<1H OCEAN,232000.0
-117.17,34.12,2.0,3867.0,573.0,1275.0,433.0,5.4138,ISLAND,164400.0
-117.69,33.58,8.0,2887.0,351.0,1176.0,351.0,10.3953,<1H OCEAN,500001.0
-118.08,33.88,30.0,1901.0,519.0,2685.0,496.0,3.2639,<1H OCEAN,120100.0
-121.43,38.46,23.0,1378.0,42.0,818.0,262.0,4.0625,<1H OCEAN,100300.0
-117.7,35.62,18.0,2657.0,85.0,1426.0,483.0,2.4922,INLAND,71900.0
-119.8,36.75,4.0,7548.0,466.0,1391.0,447.0,1.3527,INLAND,61200.0
-117.27,33.23,5.0,20908.0,3933.0,9690.0,3510.0,4.1405,INLAND,198500.0
-118.4,34.02,2.0,5230.0,2007.0,397.0,228.0,1.3967,<1H OCEAN,184400.0
-117.67,33.66,10.0,10175.0,2181.0,4762.0,1929.0,4.7341,<1H OCEAN,237400.0
-115.56,32.79,13.0,1178.0,438.0,1377.0,429.0,1.3373,<1H OCEAN,58300.0
-122.42,37.8,10.0,3823.0,1154.0,1830.0,977.0,4.2458,NEAR OCEAN,450000.0
-118.16,34.04,45.0,332.0,70.0,302.0,60.0,3.1895,<1H OCEAN,156300.0
-119.73,34.44,10.0,2114.0,2812.0,973.0,367.0,4.7031,NEAR OCEAN,351100.0
-121.84,37.24,23.0,2587.0,1166.0,1803.0,536.0,3.7477,<1H OCEAN,274100.0
-122.26,38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,<1H OCEAN,170500.0
-117.69,34.0,13.0,2405.0,623.0,561.0,129.0,3.1905,INLAND,111600.0
-117.19,33.41,10.0,3031.0,554.0,1301.0,518.0,4.0882,NEAR OCEAN,296100.0
-118.26,34.08,52.0,984.0,276.0,994.0,260.0,2.3816,INLAND,166700.0
-120.44,34.95,38.0,3004.0,794.0,2601.0,747.0,2.2743,<1H OCEAN,106400.0
-122.56,38.06,10.0,2933.0,597.0,6109.0,2615.0,5.0965,NEAR OCEAN,295300.0
-121.04,39.22,31.0,1889.0,1062.0,853.0,399.0,4.918,INLAND,112500.0
-122.69,39.02,25.0,5393.0,1235.0,744.0,316.0,3.7054,INLAND,72400.0
-121.94,37.34,6.0,3807.0,853.0,1674.0,792.0,7.6832,<1H OCEAN,229300.0
-120.39,36.78,13.0,5173.0,488.0,2104.0,486.0,1.7184,INLAND,55200.0
-118.14,33.86,43.0,2104.0,382.0,1071.0,396.0,5.0,<1H OCEAN,208900.0
-117.84,34.0,26.0,2388.0,117.0,383.0,114.0,6.8758,NEAR OCEAN,253800.0
-121.45,36.51,29.0,1045.0,311.0,1245.0,273.0,1.775,INLAND,112500.0
-122.46,37.68,27.0,4284.0,461.0,1983.0,681.0,3.1992,<1H OCEAN,229400.0
-121.05,39.13,10.0,3063.0,497.0,1168.0,507.0,4.4375,INLAND,185100.0
-117.95,33.86,35.0,6352.0,431.0,1333.0,427.0,2.9489,<1H OCEAN,191400.0
-117.9,33.71,39.0,2500.0,78.0,2592.0,662.0,6.1966,<1H OCEAN,260500.0
-122.27,37.82,4.0,3221.0,853.0,1959.0,720.0,1.1108,NEAR OCEAN,97500.0
-118.52,34.04,43.0,2167.0,1802.0,761.0,256.0,8.5574,<1H OCEAN,500001.0
-119.68,34.44,19.0,2600.0,197.0,917.0,374.0,8.7394,<1H OCEAN,500001.0
-121.75,37.29,13.0,1486.0,674.0,455.0,296.0,4.3365,<1H OCEAN,221000.0
-124.13,40.78,31.0,783.0,420.0,1056.0,382.0,2.1101,NEAR OCEAN,86900.0
-121.49,38.57,3.0,1492.0,849.0,736.0,365.0,5.457,INLAND,108800.0
-117.37,33.19,33.0,2205.0,453.0,1138.0,439.0,2.8819,<1H OCEAN,208600.0
-118.28,34.12,31.0,2384.0,4179.0,836.0,337.0,6.0226,<1H OCEAN,500001.0
-117.16,32.73,52.0,1863.0,559.0,906.0,493.0,1.9203,<1H OCEAN,195800.0
-118.19,33.77,31.0,1711.0,634.0,1092.0,568.0,1.0714,INLAND,150000.0
-122.42,37.73,10.0,3399.0,324.0,998.0,330.0,4.0781,NEAR BAY,250300.0
-121.32,37.96,5.0,441.0,760.0,50.0,20.0,8.2782,INLAND,50000.0
-117.19,34.94,43.0,2034.0,2075.0,1097.0,367.0,5.5968,INLAND,60800.0
-122.43,37.74,52.0,2229.0,1454.0,1079.0,472.0,5.0196,NEAR OCEAN,324300.0
-118.19,33.83,30.0,193.0,2812.0,1032.0,548.0,3.5871,INLAND,347100.0
-122.23,38.33,10.0,3440.0,574.0,1538.0,537.0,4.933,INLAND,325900.0
-118.42,34.15,22.0,680.0,890.0,268.0,126.0,4.615,<1H OCEAN,371400.0
-118.06,33.98,50.0,1146.0,238.0,579.0,213.0,2.9583,<1H OCEAN,172600.0
-117.75,34.05,37.0,2875.0,9.0,503.0,103.0,6.9712,INLAND,94600.0
-122.22,37.47,13.0,3064.0,2812.0,4124.0,1743.0,3.3268,<1H OCEAN,322800.0
-117.56,33.89,10.0,693.0,185.0,365.0,176.0,2.3417,NEAR OCEAN,191700.0
-117.47,33.91,21.0,3491.0,760.0,1920.0,669.0,2.2241,<1H OCEAN,127300.0
-118.49,34.23,26.0,3888.0,683.0,2040.0,693.0,10.0472,<1H OCEAN,242300.0
-117.18,32.92,4.0,15025.0,2616.0,7560.0,2392.0,5.196,INLAND,210700.0
-117.59,34.09,16.0,2401.0,465.0,1757.0,500.0,3.9755,<1H OCEAN,120400.0
-121.98,36.99,10.0,1347.0,2812.0,3416.0,1357.0,3.0635,NEAR OCEAN,262400.0
-117.31,33.94,7.0,11232.0,1791.0,4218.0,1644.0,5.2713,INLAND,216500.0
-116.97,33.78,24.0,2680.0,606.0,1728.0,527.0,2.535,<1H OCEAN,74800.0
-119.03,35.36,51.0,41.0,569.0,1342.0,595.0,2.7961,INLAND,76800.0
-120.37,34.69,20.0,3488.0,2812.0,747.0,265.0,5.8123,NEAR OCEAN,290600.0
-121.85,39.75,39.0,5236.0,119.0,267.0,129.0,1.8095,INLAND,78100.0
-117.34,33.06,13.0,2718.0,518.0,815.0,403.0,4.3182,<1H OCEAN,357100.0
-117.02,32.68,13.0,3986.0,675.0,2065.0,702.0,5.7192,INLAND,267400.0
-118.08,34.58,23.0,1113.0,186.0,631.0,168.0,4.1719,<1H OCEAN,146600.0
-118.19,34.65,33.0,1781.0,326.0,913.0,314.0,3.9963,NEAR OCEAN,126800.0
-117.79,33.76,25.0,2037.0,2812.0,796.0,249.0,11.0546,INLAND,487200.0
-122.35,37.95,10.0,3579.0,290.0,971.0,303.0,3.209,INLAND,114600.0
-118.05,33.85,52.0,2856.0,388.0,1212.0,362.0,5.7395,<1H OCEAN,313100.0
-120.29,37.94,39.0,3880.0,5419.0,753.0,271.0,3.5885,INLAND,144800.0
-117.38,34.22,10.0,774.0,735.0,489.0,136.0,5.7628,NEAR OCEAN,221300.0
-118.26,34.17,20.0,3408.0,1417.0,2593.0,1337.0,2.0958,<1H OCEAN,318600.0
-122.17,37.74,31.0,463.0,865.0,327.0,137.0,3.7051,INLAND,97200.0
